,index,carat,cut,color,clarity,depth,table,price,carat_scale,L/Wratio,shape,Potential Client,volume
861,3925,2.07,Very Good,H,SI2,63.3,56.0,15992,2-2.5,1.0024752475247525,Cushion Cut,Other,335.09376
862,6467,1.74,Ideal,E,SI1,62.2,56.0,15992,1.50-1.75,1.0065189048239895,Cushion Cut,Other,283.627396
863,14487,2.07,Premium,I,SI1,62.3,60.0,15992,2-2.5,1.0049261083743843,Cushion Cut,Other,335.934144
864,32159,1.5,Ideal,D,VS2,62.6,56.0,15992,1.25-1.50,1.0083217753120666,Cushion Cut,Tiffany & Co,237.447651
865,31900,1.55,Premium,D,VS2,61.5,58.0,15991,1.50-1.75,0.9960053262316911,Fancy,Tiffany & Co,258.96582800000004
866,13297,2.5,Ideal,J,SI2,60.7,55.0,15990,2-2.5,1.0161662817551964,Round Brilliant Cut,Other,403.90240000000006
867,26535,2.02,Very Good,F,SI1,62.8,59.0,15987,2-2.5,0.9899749373433584,Fancy,Other,314.5795800000001
868,38812,2.0,Very Good,H,SI1,63.2,58.0,15984,1.75-2,1.0025220680958387,Cushion Cut,Other,316.47837
869,9791,2.0,Premium,H,SI1,60.1,61.0,15984,1.75-2,1.0037037037037038,Radiant Cut,Other,321.36264000000006
870,2883,4.0,Very Good,I,I1,63.3,58.0,15984,3-4,1.0070422535211268,Cushion Cut,Other,627.8412139999999
871,1870,2.0,Premium,E,SI2,58.1,60.0,15984,1.75-2,1.0084848484848485,Fancy,Other,330.1584
872,1726,1.54,Premium,G,VVS2,62.2,59.0,15983,1.50-1.75,1.005427408412483,Cushion Cut,Cartier,251.21381999999997
873,20563,2.01,Premium,G,SI2,59.8,58.0,15977,2-2.5,1.007361963190184,Fancy,Other,327.197235
874,7741,2.02,Ideal,H,SI2,63.0,57.0,15974,2-2.5,0.9937965260545905,Fancy,Other,326.67663600000003
875,16891,2.06,Ideal,F,SI2,62.7,57.0,15970,2-2.5,1.0123609394313968,Cushion Cut,Other,337.9112099999999
876,40308,2.21,Premium,G,SI2,60.7,62.0,15970,2-2.5,1.007125890736342,Radiant Cut,Other,366.290208
877,38926,1.38,Ideal,F,VVS1,62.9,56.0,15968,1.25-1.50,0.9915492957746479,Fancy,Harry Winston,222.4288
878,4848,1.55,Premium,F,VS1,62.0,60.0,15966,1.50-1.75,1.0123119015047881,Cushion Cut,Tiffany & Co,246.66863999999998
879,33507,2.01,Very Good,I,VS2,62.3,59.0,15965,2-2.5,0.9901234567901235,Fancy,Other,326.10923999999994
880,20423,3.4,Fair,D,I1,66.8,52.0,15964,3-4,1.0085653104925054,Cushion Cut,Other,551.652156
881,39226,2.0,Good,E,SI2,60.1,54.0,15962,1.75-2,0.9828220858895704,Fancy,Other,317.26809
882,10328,1.52,Premium,G,VVS1,60.4,59.0,15959,1.50-1.75,0.9866310160427807,Fancy,Cartier,247.85877600000003
883,33787,1.52,Ideal,G,VVS1,62.4,55.0,15959,1.50-1.75,0.9878213802435725,Fancy,Cartier,247.07726
884,2082,1.5,Very Good,E,VS1,59.0,62.0,15957,1.25-1.50,0.997322623828648,Fancy,Other,244.8666
885,3424,2.01,Ideal,F,SI2,62.3,58.0,15955,2-2.5,1.0024968789013733,Cushion Cut,Other,321.60149999999993
886,15623,2.06,Premium,G,SI2,59.8,61.0,15949,2-2.5,1.0048661800486618,Radiant Cut,Other,334.73319599999996
887,23888,2.05,Very Good,H,SI2,62.4,58.0,15949,2-2.5,0.9938650306748466,Fancy,Other,334.69605
888,29424,1.72,Very Good,E,SI1,62.2,58.0,15948,1.50-1.75,0.9909090909090909,Fancy,Other,280.24226999999996
889,26912,2.21,Ideal,G,SI2,60.1,60.0,15948,2-2.5,0.992966002344666,Fancy,Other,369.192901
890,1564,1.72,Premium,G,VS2,61.1,58.0,15946,1.50-1.75,1.0052015604681404,Cushion Cut,Tiffany & Co,279.97982700000006
891,16741,2.02,Ideal,I,SI1,61.9,58.0,15942,2-2.5,0.9865525672371639,Fancy,Other,332.0433780000001
892,12849,1.7,Ideal,G,VS2,61.3,57.0,15941,1.50-1.75,1.0092105263157896,Cushion Cut,Tiffany & Co,272.80655999999993
893,2639,1.7,Premium,G,VS2,60.3,60.0,15941,1.50-1.75,1.0104712041884816,Fancy,Tiffany & Co,273.081104
894,25302,1.7,Premium,G,VS2,59.0,58.0,15941,1.50-1.75,1.0064102564102564,Fancy,Tiffany & Co,282.88259999999997
895,37800,1.7,Very Good,G,VS2,63.1,57.0,15937,1.50-1.75,0.9881889763779528,Fancy,Other,274.26970800000004
896,16650,2.14,Very Good,I,VS2,62.8,59.0,15931,2-2.5,0.9939098660170523,Fancy,Other,344.34710400000006
897,31473,2.03,Premium,H,SI2,61.6,58.0,15930,2-2.5,0.9902080783353733,Fancy,Other,331.13745299999994
898,33393,2.01,Very Good,H,VS1,63.5,53.0,15930,2-2.5,1.0087829360100375,Cushion Cut,Other,325.52030399999995
899,2712,1.0,Good,D,IF,63.3,59.0,15928,0.75-1,0.9937205651491365,Fancy,Piaget,162.09484199999997
900,16699,2.0,Very Good,I,VS2,58.6,62.0,15923,1.75-2,0.9963414634146343,Fancy,Other,321.5712
901,4949,1.52,Ideal,D,VS2,62.1,58.0,15922,1.50-1.75,0.9945945945945945,Fancy,Tiffany & Co,249.44512000000003
902,28580,2.01,Very Good,I,VS2,59.6,62.0,15919,2-2.5,0.9903030303030302,Fancy,Other,329.598225
903,17997,2.01,Premium,H,SI2,62.3,58.0,15917,2-2.5,1.0062034739454093,Cushion Cut,Other,329.44766400000003
904,4227,2.14,Premium,I,SI1,61.3,61.0,15913,2-2.5,1.0048309178743962,Radiant Cut,Other,350.648064
905,17498,2.01,Premium,H,VS2,61.1,61.0,15908,2-2.5,1.0061804697156984,Radiant Cut,Tiffany & Co,326.62889600000005
906,13277,2.19,Very Good,I,SI2,60.3,60.0,15907,2-2.5,0.9951980792316926,Fancy,Other,345.9690569999999
907,32731,2.03,Good,J,VVS2,63.2,60.0,15898,2-2.5,0.9924433249370277,Fancy,Other,312.836
908,30667,2.05,Premium,I,VS2,62.5,59.0,15897,2-2.5,0.9938423645320198,Fancy,Tiffany & Co,331.5737039999999
909,24533,2.0,Premium,G,SI2,62.1,59.0,15897,1.75-2,1.0124688279301746,Cushion Cut,Other,326.2632239999999
910,3318,1.69,Premium,G,VVS2,62.9,58.0,15889,1.50-1.75,1.0106524633821572,Cushion Cut,Cartier,270.75427499999995
911,27252,2.01,Good,H,SI2,64.0,51.0,15888,2-2.5,1.0087390761548065,Cushion Cut,Other,333.31212
912,4564,1.55,Ideal,D,VS2,62.1,59.0,15887,1.50-1.75,0.9959294436906377,Fancy,Tiffany & Co,247.217806
913,21073,1.3,Ideal,E,IF,62.3,54.0,15874,1.25-1.50,0.9914651493598862,Fancy,Harry Winston,213.636076
914,13763,2.08,Premium,E,SI2,62.3,59.0,15873,2-2.5,1.0073529411764706,Cushion Cut,Other,342.08352
915,20736,2.0,Very Good,E,SI2,63.5,59.0,15864,1.75-2,0.9899749373433584,Fancy,Other,317.73168000000004
916,10289,2.05,Ideal,H,SI2,60.4,58.0,15857,2-2.5,0.9927448609431683,Fancy,Other,338.1255660000001
917,1005,2.24,Ideal,I,SI2,62.1,57.0,15852,2-2.5,0.9892857142857143,Fancy,Other,362.28276000000005
918,9982,1.5,Premium,F,VS1,62.2,60.0,15851,1.25-1.50,1.0041265474552958,Cushion Cut,Tiffany & Co,240.41163
919,25963,2.18,Ideal,I,SI2,62.5,55.0,15850,2-2.5,1.003610108303249,Cushion Cut,Other,360.38808000000006
920,9790,2.02,Very Good,G,SI2,63.1,56.0,15848,2-2.5,1.00498753117207,Cushion Cut,Other,327.730884
921,1156,1.74,Ideal,E,SI1,62.2,56.0,15847,1.50-1.75,0.9935233160621761,Fancy,Other,283.627396
922,15321,2.07,Very Good,I,SI1,62.3,60.0,15847,2-2.5,0.9950980392156862,Fancy,Other,335.934144
923,21323,1.59,Ideal,G,VVS2,60.6,59.0,15843,1.50-1.75,0.9920948616600791,Fancy,Cartier,261.759366
924,32611,1.73,Ideal,E,SI1,61.9,57.0,15842,1.50-1.75,1.010443864229765,Cushion Cut,Other,282.80566799999997
925,2911,2.01,Ideal,G,SI2,62.8,56.0,15841,2-2.5,1.0062344139650874,Cushion Cut,Other,326.84307
926,10796,2.0,Very Good,H,SI1,60.1,61.0,15840,1.75-2,0.9963099630996308,Fancy,Other,321.36264000000006
927,28203,1.63,Ideal,G,VS1,61.7,55.0,15840,1.50-1.75,1.0052910052910053,Cushion Cut,Tiffany & Co,268.89408
928,32901,2.05,Premium,I,SI1,61.2,57.0,15837,2-2.5,1.0036540803897684,Cushion Cut,Other,340.281512
929,12060,2.01,Premium,J,VVS1,62.2,58.0,15836,2-2.5,1.026615969581749,Cushion Cut,Other,319.54499999999996
930,21129,2.0,Ideal,H,VS2,62.4,55.0,15829,1.75-2,1.0113350125944582,Cushion Cut,Tiffany & Co,318.153418
931,23738,2.1,Fair,F,SI2,64.7,61.0,15827,2-2.5,1.0063131313131313,Radiant Cut,Other,324.44913599999995
932,38900,2.21,Very Good,G,SI2,60.7,62.0,15825,2-2.5,0.9929245283018867,Fancy,Other,366.290208
933,17382,2.4,Fair,J,SI2,65.4,56.0,15824,2-2.5,1.0072376357056696,Cushion Cut,Other,376.56496
934,9165,1.59,Ideal,G,VVS2,62.6,55.0,15823,1.50-1.75,1.004032258064516,Cushion Cut,Cartier,259.543656
935,5024,1.51,Ideal,D,VS2,62.1,58.0,15821,1.50-1.75,0.9972752043596731,Fancy,Tiffany & Co,244.46604
936,974,1.52,Very Good,F,VS1,63.8,56.0,15819,1.50-1.75,0.9931506849315068,Fancy,Other,245.57199999999997
937,7370,2.01,Very Good,I,VS2,62.5,58.0,15819,2-2.5,0.9900621118012422,Fancy,Other,321.434085
938,35467,2.1,Premium,I,SI1,61.5,59.0,15818,2-2.5,1.0048543689320388,Cushion Cut,Other,346.594176
939,13150,2.02,Ideal,G,SI2,63.5,54.0,15814,2-2.5,0.9925187032418953,Fancy,Other,323.664744
940,22629,1.06,Ideal,D,IF,61.2,57.0,15813,1-1.25,0.9939485627836611,Fancy,Harry Winston,175.013631
941,24900,2.02,Premium,I,VS2,62.9,59.0,15808,2-2.5,1.0126103404791928,Cushion Cut,Tiffany & Co,319.6630579999999
942,31146,1.28,Premium,E,IF,59.8,59.0,15806,1.25-1.50,1.004243281471004,Fancy,Harry Winston,212.83528
943,16512,1.76,Premium,E,SI1,60.5,58.0,15805,1.75-2,1.0114795918367347,Fancy,Other,296.55662399999994
944,40027,2.06,Very Good,G,SI2,59.8,61.0,15805,2-2.5,0.9951573849878935,Fancy,Other,334.73319599999996
945,3134,1.7,Premium,E,SI1,61.8,58.0,15804,1.50-1.75,1.0132978723404256,Cushion Cut,Other,268.175232
946,15438,1.7,Premium,E,SI1,60.1,58.0,15804,1.50-1.75,1.0051679586563307,Fancy,Other,280.61215200000004
947,1412,1.82,Ideal,F,SI1,61.8,58.0,15802,1.75-2,0.9948979591836735,Fancy,Other,295.36416
948,34033,2.19,Premium,H,SI1,62.3,62.0,15801,2-2.5,1.0024242424242424,Radiant Cut,Other,351.371625
949,9968,1.55,Premium,F,VS1,61.6,56.0,15801,1.50-1.75,1.0094850948509486,Cushion Cut,Tiffany & Co,251.26317000000003
950,20012,1.72,Premium,G,VS2,61.1,58.0,15801,1.50-1.75,0.9948253557567918,Fancy,Tiffany & Co,279.97982700000006
951,15290,1.7,Ideal,G,VS2,61.3,57.0,15797,1.50-1.75,0.9908735332464146,Fancy,Tiffany & Co,272.80655999999993
952,31829,1.7,Premium,G,VS2,59.0,58.0,15797,1.50-1.75,0.9936305732484076,Fancy,Tiffany & Co,282.88259999999997
953,31907,1.52,Good,E,VS1,64.0,55.0,15792,1.50-1.75,1.011126564673157,Cushion Cut,Other,242.01611899999997
954,20166,1.52,Ideal,F,VS2,62.9,53.0,15792,1.50-1.75,1.006839945280438,Cushion Cut,Tiffany & Co,248.02537600000002
955,20958,1.52,Good,E,VS1,63.9,56.0,15792,1.50-1.75,1.0055478502080444,Cushion Cut,Other,241.49895
956,12552,1.5,Ideal,D,VS2,62.0,57.0,15788,1.25-1.50,0.9959294436906377,Fancy,Tiffany & Co,246.67684799999998
957,32464,2.02,Ideal,H,SI2,62.7,57.0,15785,2-2.5,1.00625,Cushion Cut,Other,323.932
958,36119,2.02,Ideal,I,SI1,62.3,57.0,15785,2-2.5,0.995067817509248,Fancy,Other,329.856408
959,21596,1.51,Ideal,D,VS2,60.9,57.0,15776,1.50-1.75,0.9959731543624161,Fancy,Tiffany & Co,250.41387000000003
960,9134,2.52,Fair,J,SI2,65.1,56.0,15776,2.5-3,1.0094899169632265,Cushion Cut,Other,395.283543
961,10305,2.09,Very Good,F,SI2,60.2,61.0,15773,2-2.5,1.003618817852835,Radiant Cut,Other,344.864
962,27465,2.14,Very Good,I,SI1,61.3,61.0,15769,2-2.5,0.9951923076923076,Fancy,Other,350.648064
963,17672,1.19,Very Good,D,VVS1,59.4,56.0,15767,1-1.25,0.9928571428571429,Fancy,Other,201.41099999999997
964,16688,2.02,Good,I,VS1,65.5,57.0,15765,2-2.5,0.9899497487437185,Fancy,Other,325.541712
965,18848,2.0,Fair,H,SI1,65.6,58.0,15762,1.75-2,1.0206185567010309,Cushion Cut,Other,316.51488
966,5485,1.52,Ideal,G,VVS2,60.6,57.0,15760,1.50-1.75,0.9946595460614153,Fancy,Cartier,252.21826
967,29436,2.17,Very Good,I,SI1,62.1,61.0,15760,2-2.5,0.9963724304715841,Fancy,Other,349.582824
968,25362,2.11,Premium,G,SI2,59.1,59.0,15757,2-2.5,0.9916666666666666,Fancy,Other,345.66168000000005
969,6004,1.7,Ideal,G,VS2,62.9,55.0,15756,1.50-1.75,1.0078947368421054,Cushion Cut,Tiffany & Co,279.4368
970,3247,2.15,Premium,G,SI2,58.9,58.0,15751,2-2.5,1.0059453032104637,Fancy,Other,353.608542
971,8894,2.07,Very Good,I,SI1,63.1,59.0,15751,2-2.5,1.0112219451371571,Cushion Cut,Other,331.06479799999994
972,3981,2.48,Very Good,H,SI2,63.3,56.0,15746,2-2.5,1.0058479532163742,Cushion Cut,Other,399.2679
973,9776,2.46,Ideal,G,SI2,63.0,56.0,15745,2-2.5,1.0093896713615023,Cushion Cut,Other,398.59968
974,15173,1.68,Ideal,G,VS2,62.5,54.0,15740,1.50-1.75,0.9960732984293195,Fancy,Tiffany & Co,276.74830399999996
975,19682,2.24,Ideal,I,SI2,62.1,53.6,15730,2-2.5,0.9964328180737219,Fancy,Other,367.178918
976,18475,2.01,Fair,I,VS2,66.3,57.0,15729,2-2.5,1.0064599483204135,Cushion Cut,Other,310.51719
977,10613,2.01,Ideal,I,VS2,64.8,55.0,15729,2-2.5,1.0050825921219821,Cushion Cut,Tiffany & Co,318.728704
978,32999,2.01,Good,I,VS2,59.9,65.0,15729,2-2.5,1.006142506142506,Radiant Cut,Other,325.99967399999997
979,20575,2.13,Ideal,I,SI2,62.0,55.0,15718,2-2.5,0.9975816203143895,Fancy,Other,349.3248
980,3402,2.03,Ideal,G,SI2,62.6,56.0,15717,2-2.5,1.0061728395061729,Cushion Cut,Other,335.3562
981,10476,2.16,Ideal,J,VS1,61.4,59.0,15714,2-2.5,0.992797118847539,Fancy,Other,351.33441
982,19511,2.27,Ideal,I,SI2,63.0,54.0,15710,2-2.5,0.9964243146603098,Fancy,Other,370.341312
983,10791,2.0,Good,I,VS1,58.8,65.0,15708,1.75-2,0.991358024691358,Fancy,Other,308.30382
984,789,1.5,Premium,F,VS1,62.2,60.0,15708,1.25-1.50,0.9958904109589041,Fancy,Tiffany & Co,240.41163
985,10417,2.01,Premium,I,SI1,62.4,61.0,15707,2-2.5,1.0025031289111388,Radiant Cut,Other,319.359501
986,22059,2.18,Ideal,I,SI2,62.5,55.0,15706,2-2.5,0.9964028776978417,Fancy,Other,360.38808000000006
987,13636,2.05,Very Good,H,VS2,63.5,62.0,15701,2-2.5,1.0176991150442478,Radiant Cut,Other,322.83478500000007
988,35509,1.63,Ideal,G,VS1,61.7,55.0,15697,1.50-1.75,0.9947368421052631,Fancy,Tiffany & Co,268.89408
989,6301,2.08,Very Good,H,SI2,59.0,59.0,15696,2-2.5,0.9952437574316289,Fancy,Other,348.438915
990,30652,2.02,Fair,H,SI1,56.2,61.0,15695,2-2.5,1.0564225690276112,Fancy,Other,352.59224
991,7026,2.06,Ideal,I,VS2,59.2,57.0,15691,2-2.5,1.012062726176116,Round Brilliant Cut,Tiffany & Co,343.59231400000004
992,628,1.51,Ideal,F,VS2,62.4,53.0,15688,1.50-1.75,1.0068306010928962,Cushion Cut,Tiffany & Co,247.083672
993,10172,2.18,Very Good,I,SI2,58.9,60.0,15684,2-2.5,0.9953216374269005,Fancy,Other,365.25771000000003
994,14029,2.03,Premium,I,SI1,61.4,58.0,15683,2-2.5,1.004944375772559,Cushion Cut,Other,327.54306600000007
995,922,2.01,Very Good,I,VS2,62.5,61.0,15675,2-2.5,0.9925280199252803,Fancy,Other,319.99549999999994
996,14916,2.01,Premium,H,SI2,62.2,61.0,15673,2-2.5,1.0049751243781095,Radiant Cut,Other,325.46563199999997
997,16609,1.04,Premium,D,IF,60.6,56.0,15671,1-1.25,1.0091743119266054,Round Brilliant Cut,Harry Winston,171.79271999999997
998,17341,1.71,Premium,G,VS2,59.3,60.0,15671,1.50-1.75,1.0064020486555698,Fancy,Tiffany & Co,285.44769
999,13965,1.42,Very Good,F,VVS1,58.4,62.0,15665,1.25-1.50,0.9959349593495934,Fancy,Other,233.24489999999997
1000,12760,1.7,Premium,E,SI1,62.3,57.0,15662,1.50-1.75,1.0105263157894737,Cushion Cut,Other,277.83167999999995
1001,22623,2.1,Ideal,I,SI2,61.9,56.0,15653,2-2.5,1.0024390243902441,Cushion Cut,Other,342.41231999999997
1002,29530,2.04,Premium,G,SI2,60.3,59.0,15651,2-2.5,0.9915662650602409,Fancy,Other,340.1788200000001
1003,8176,1.52,Very Good,F,VS2,62.9,53.3,15649,1.50-1.75,0.9932065217391304,Fancy,Other,248.02537600000002
1004,2126,2.12,Ideal,I,SI2,61.0,57.0,15647,2-2.5,0.9963898916967507,Fancy,Other,348.16240799999997
1005,12940,2.18,Ideal,I,SI1,61.2,56.0,15646,2-2.5,0.9858989424206817,Fancy,Other,369.132313
1006,2279,2.01,Fair,D,SI2,59.4,66.0,15627,2-2.5,1.003671970624235,Radiant Cut,Other,325.59084
1007,2014,2.01,Very Good,E,SI2,63.3,61.0,15618,2-2.5,1.0076923076923077,Radiant Cut,Other,304.08768
1008,39887,2.01,Good,H,SI1,60.9,65.0,15618,2-2.5,1.0048899755501224,Radiant Cut,Other,335.525604
1009,28636,2.04,Very Good,H,SI2,62.7,56.0,15618,2-2.5,0.9926108374384238,Fancy,Other,331.817304
1010,6041,2.15,Ideal,J,VS1,60.9,55.0,15613,2-2.5,0.9952324195470797,Fancy,Other,357.28815
1011,11400,1.56,Ideal,G,VVS2,62.5,55.0,15609,1.50-1.75,0.9919463087248321,Fancy,Cartier,255.45752
1012,25076,2.02,Premium,H,SI2,61.4,59.0,15606,2-2.5,1.0086633663366338,Cushion Cut,Other,327.94296
1013,38632,1.59,Premium,F,VS2,60.2,60.0,15602,1.50-1.75,1.0039525691699605,Fancy,Tiffany & Co,264.887964
1014,15822,1.5,Very Good,D,VS1,60.2,59.0,15600,1.25-1.50,0.9918478260869564,Fancy,Other,236.94048
1015,24587,1.89,Very Good,D,SI2,62.7,58.0,15594,1.75-2,0.9923175416133163,Fancy,Other,295.3742
1016,10362,1.53,Ideal,F,VS1,61.5,59.0,15592,1.50-1.75,0.9892761394101877,Fancy,Tiffany & Co,251.04988799999998
1017,29091,2.09,Ideal,H,SI2,62.0,59.0,15589,2-2.5,0.9939024390243903,Fancy,Other,338.8281
1018,3218,1.5,Ideal,F,VS2,61.9,56.0,15584,1.25-1.50,1.0027359781121752,Cushion Cut,Tiffany & Co,242.727819
1019,20554,1.51,Premium,F,VS1,61.7,59.0,15581,1.50-1.75,1.0054869684499315,Cushion Cut,Tiffany & Co,240.99500700000002
1020,21424,1.58,Ideal,E,VS2,62.7,56.0,15579,1.50-1.75,0.9867549668874173,Fancy,Tiffany & Co,264.36325
1021,8128,1.02,Ideal,D,IF,63.0,57.0,15575,1-1.25,1.0062992125984251,Cushion Cut,Harry Winston,162.71176499999999
1022,32705,1.7,Premium,G,VS2,62.6,61.0,15568,1.50-1.75,1.013262599469496,Radiant Cut,Tiffany & Co,273.6266
1023,40326,2.01,Very Good,G,SI2,63.3,58.0,15563,2-2.5,0.995031055900621,Fancy,Other,327.56094
1024,18896,2.01,Premium,G,SI2,59.4,58.0,15562,2-2.5,1.0049079754601227,Fancy,Other,323.73022499999996
1025,37802,2.01,Ideal,H,SI2,60.1,57.0,15562,2-2.5,1.0048780487804878,Round Brilliant Cut,Other,333.78592000000003
1026,33743,2.01,Fair,G,SI2,65.6,56.0,15562,2-2.5,1.006377551020408,Cushion Cut,Other,381.042816
1027,6522,2.14,Premium,I,VS2,59.3,59.0,15559,2-2.5,1.0047675804529201,Fancy,Tiffany & Co,353.6385
1028,37725,2.04,Premium,I,SI2,60.2,59.0,15543,2-2.5,1.0072992700729926,Fancy,Other,338.266152
1029,34729,2.0,Fair,D,SI1,64.8,58.0,15540,1.75-2,1.0114068441064639,Cushion Cut,Other,323.625708
1030,39870,2.0,Fair,E,SI2,59.9,61.0,15540,1.75-2,1.0149253731343284,Radiant Cut,Other,318.847104
1031,28777,1.3,Ideal,D,VVS1,61.6,55.7,15535,1.25-1.50,0.9943019943019944,Fancy,Harry Winston,211.18827599999997
1032,10210,1.51,Premium,D,VS2,61.7,58.0,15531,1.50-1.75,1.0054869684499315,Cushion Cut,Tiffany & Co,240.99500700000002
1033,13094,2.01,Premium,H,VS2,61.1,61.0,15528,2-2.5,1.0061804697156984,Radiant Cut,Tiffany & Co,326.62889600000005
1034,22349,2.01,Premium,I,SI1,62.4,61.0,15528,2-2.5,1.0025031289111388,Radiant Cut,Other,319.359501
1035,2340,2.01,Premium,I,SI1,60.9,60.0,15528,2-2.5,1.0049627791563274,Fancy,Other,321.20712
1036,24969,1.52,Premium,F,VS1,61.0,58.0,15522,1.50-1.75,1.0040595399188093,Cushion Cut,Tiffany & Co,247.84877599999996
1037,34159,2.24,Premium,I,SI2,61.9,58.0,15515,2-2.5,1.008443908323281,Cushion Cut,Other,356.91765999999996
1038,25070,1.51,Very Good,D,VS1,62.8,57.0,15513,1.50-1.75,0.9917695473251029,Fancy,Other,240.342552
1039,5719,1.55,Ideal,G,VVS2,61.9,54.0,15512,1.50-1.75,0.9946308724832215,Fancy,Cartier,253.9407
1040,10506,2.1,Ideal,I,SI2,61.9,56.0,15511,2-2.5,0.9975669099756689,Fancy,Other,342.41231999999997
1041,33909,2.0,Very Good,I,VS2,59.5,62.0,15510,1.75-2,0.9902557856272838,Fancy,Other,324.3918780000001
1042,11715,2.19,Ideal,I,SI2,61.5,57.0,15509,2-2.5,0.9845971563981044,Fancy,Other,361.20246
1043,24166,1.53,Ideal,G,VVS2,61.0,55.0,15505,1.50-1.75,1.0080645161290323,Cushion Cut,Cartier,254.448
1044,23825,1.53,Premium,G,VVS2,62.5,60.0,15505,1.50-1.75,1.0041039671682628,Cushion Cut,Cartier,245.74173199999998
1045,13757,2.14,Premium,I,SI1,59.5,59.0,15499,2-2.5,1.007177033492823,Fancy,Other,351.252088
1046,1696,2.02,Premium,G,SI2,61.0,58.0,15498,2-2.5,0.9914841849148418,Fancy,Other,334.29507000000007
1047,26169,1.21,Ideal,F,IF,62.8,56.0,15497,1-1.25,0.986842105263158,Fancy,Harry Winston,197.14589999999998
1048,4077,2.06,Premium,I,SI1,60.8,60.0,15494,2-2.5,1.0110294117647058,Fancy,Other,335.92680000000007
1049,38678,2.0,Premium,G,SI2,60.1,62.0,15485,1.75-2,1.00875,Radiant Cut,Other,311.82480000000004
1050,12847,2.0,Very Good,G,SI2,63.5,55.0,15485,1.75-2,1.0126103404791928,Cushion Cut,Other,322.846953
1051,37581,2.07,Ideal,H,SI2,61.9,55.0,15475,2-2.5,0.9902794653705954,Fancy,Other,340.067715
1052,3000,2.1,Very Good,I,SI1,59.9,61.0,15474,2-2.5,0.9904076738609112,Fancy,Other,342.3753479999999
1053,29408,1.92,Ideal,H,SI1,61.3,57.0,15472,1.75-2,0.9925558312655086,Fancy,Other,317.2416
1054,7003,2.01,Good,H,SI1,63.9,59.0,15467,2-2.5,0.9873577749683944,Fancy,Other,310.12104199999993
1055,34821,1.53,Very Good,G,VVS2,62.5,57.0,15466,1.50-1.75,0.9932249322493225,Fancy,Other,248.83883999999998
1056,3547,2.18,Premium,J,VS2,60.1,58.0,15465,2-2.5,1.0059453032104637,Fancy,Other,360.723402
1057,18065,1.11,Ideal,E,IF,61.8,55.0,15464,1-1.25,0.9940209267563528,Fancy,Harry Winston,183.29262
1058,26955,1.59,Premium,F,VS2,60.2,60.0,15461,1.50-1.75,0.9960629921259843,Fancy,Tiffany & Co,264.887964
1059,27865,1.78,Premium,H,VS1,60.2,59.0,15460,1.75-2,0.9836683417085428,Fancy,Tiffany & Co,296.0523
1060,13424,1.64,Ideal,F,VS2,61.8,53.0,15458,1.50-1.75,0.9986893840104849,Fancy,Tiffany & Co,273.842226
1061,36305,2.13,Very Good,G,SI2,61.5,57.0,15454,2-2.5,0.9916067146282973,Fancy,Other,352.44589800000006
1062,22433,2.0,Premium,H,SI2,59.7,61.0,15451,1.75-2,1.0061349693251533,Radiant Cut,Other,326.1304
1063,21080,2.0,Premium,H,SI2,60.7,60.0,15451,1.75-2,1.0049566294919454,Fancy,Other,321.348207
1064,39739,2.0,Very Good,H,SI2,62.6,56.0,15446,1.75-2,0.9864029666254636,Fancy,Other,324.727746
1065,25088,1.54,Very Good,G,IF,59.4,60.0,15444,1.50-1.75,0.9921156373193166,Fancy,Other,258.54975
1066,37482,1.51,Very Good,F,VS1,61.7,59.0,15440,1.50-1.75,0.9945429740791268,Fancy,Other,240.99500700000002
1067,665,2.3,Ideal,G,SI2,61.6,57.0,15433,2-2.5,1.0071343638525565,Cushion Cut,Other,370.41004000000004
1068,10385,2.47,Ideal,J,SI2,62.1,57.0,15430,2-2.5,1.0081680280046674,Cushion Cut,Other,395.39923200000004
1069,26315,2.26,Premium,H,SI2,61.3,60.0,15428,2-2.5,1.0083036773428233,Cushion Cut,Other,371.88945
1070,27386,1.61,Premium,F,VS2,62.3,59.0,15426,1.50-1.75,1.0080321285140563,Cushion Cut,Tiffany & Co,262.683297
1071,843,1.55,Ideal,F,VS2,61.8,54.0,15426,1.50-1.75,0.9946524064171123,Fancy,Tiffany & Co,256.55203200000005
1072,20773,1.51,Good,G,VVS1,57.9,62.0,15420,1.50-1.75,1.00132802124834,Radiant Cut,Other,247.54423200000002
1073,7606,2.14,Premium,I,VS2,59.3,59.0,15418,2-2.5,0.9952550415183868,Fancy,Tiffany & Co,353.6385
1074,14314,2.75,Premium,H,SI2,60.5,61.0,15415,2.5-3,1.0022296544035674,Radiant Cut,Other,441.9088440000001
1075,21992,2.04,Very Good,I,SI1,63.1,58.0,15412,2-2.5,1.0087609511889863,Cushion Cut,Other,325.86096399999997
1076,10897,1.52,Premium,G,VVS2,62.9,59.0,15404,1.50-1.75,1.0055172413793103,Cushion Cut,Cartier,241.53592500000002
1077,23266,2.04,Premium,E,SI2,62.7,60.0,15398,2-2.5,1.005,Cushion Cut,Other,323.52959999999996
1078,35473,2.01,Premium,H,VS2,62.6,58.0,15395,2-2.5,1.0113350125944582,Cushion Cut,Tiffany & Co,318.791
